0.1,0.2,0.03,0.0.4,0.0.7,1.0,0.0,0.17,0.0.8,2,0.0.1,0.0.6,25,0.9,0.3,0.17.1,0.0.5,150,0.0.2,0.05,1,0.0.9,2.1,0.0.3,0
47,2,0.07,0.06,0.0,0.12,0.0,0.07,0.0,140,0.0,0.0,17,0,0,0.0,0.0,255,1.0,1.0,1,1.0,17,1.0,0
2,1,0.07,0.07,1.0,0.15,1.0,0.0,1.0,119,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
2,1,0.07,0.08,1.0,0.08,1.0,0.05,1.0,133,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
37,1,0.07,0.06,1.0,0.07,1.0,0.08,1.0,290,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,212,0.0,0.0,255,0,0,1.0,0.0,255,0.0,0.0,3,0.0,212,0.0,0
2,1,0.06,0.06,1.0,0.14,1.0,0.07,1.0,137,1.0,0.0,19,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,100,1,8314,0.01,0.0,100,0.0,0.01,1,0.01,2,0.0,0
2,1,0.06,0.06,1.0,0.05,1.0,0.04,1.0,219,1.0,0.0,11,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
21,1,0.06,0.06,1.0,0.03,1.0,0.04,1.0,285,1.0,0.0,10,0,0,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
9,1,0.07,0.07,1.0,0.01,1.0,0.01,1.0,252,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,2,0.0,0
34,1,0.05,0.05,1.0,0.11,1.0,0.1,1.0,225,1.0,0.0,25,0,0,0.0,0.0,255,0.0,0.0,1,0.0,25,0.0,0
39,1,0.05,0.06,1.0,0.08,1.0,0.04,1.0,112,1.0,0.0,9,0,0,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
47,1,0.07,0.06,1.0,0.09,1.0,0.04,1.0,118,1.0,0.0,11,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
9,1,0.04,0.19,1.0,0.27,0.96,0.2,1.0,26,1.0,0.0,50,0,0,0.02,0.0,255,0.04,0.0,1,0.0,7,0.0,0
2,1,0.07,0.06,1.0,0.08,1.0,0.02,1.0,189,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,16,0.0,0
54,1,0.09,0.12,1.0,0.15,1.0,0.03,1.0,48,1.0,0.0,7,0,0,0.0,0.0,255,0.0,0.0,1,0.0,7,0.0,0
45,1,0.06,0.06,1.0,0.02,1.0,0.02,1.0,246,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,155,1,8314,0.01,0.67,155,0.0,0.01,1,0.01,3,0.33,0
29,2,0.08,0.07,0.0,0.05,0.0,0.02,0.0,119,0.0,0.0,6,0,0,0.0,0.0,255,1.0,1.0,1,1.0,6,1.0,0
0,2,0.07,0.06,0.0,0.03,0.0,0.04,0.0,272,0.0,0.0,9,0,0,0.0,0.0,255,1.0,1.0,1,1.0,9,1.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0.0,0.0,26,1,8314,0.04,0.0,26,0.0,0.08,1,0.08,5,0.0,0
28,2,0.07,0.06,0.0,0.05,0.0,0.06,0.0,300,0.0,0.0,16,0,0,0.0,0.0,255,1.0,1.0,1,1.0,16,1.0,0
13,1,0.07,0.07,1.0,0.06,1.0,0.05,1.0,213,1.0,0.0,13,0,0,0.0,0.0,255,0.0,0.0,1,0.0,13,0.0,0
2,1,0.07,0.06,1.0,0.05,1.0,0.02,1.0,206,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,10,0.0,0
45,1,0.08,0.06,1.0,0.06,1.0,0.03,1.0,247,1.0,0.0,7,0,0,0.0,0.0,255,0.0,0.0,1,0.0,15,0.0,0
2,0,0.01,0.0,0.0,1.0,0.0,0.34,0.0,86,0.0,0.0,86,0,0,0.34,0.0,255,0.0,0.0,2,0.0,86,0.0,0
2,1,0.07,0.07,1.0,0.09,1.0,0.0,1.0,112,1.0,0.0,1,0,0,0.01,0.0,255,0.0,0.0,1,0.0,10,0.0,0
61,1,0.09,0.3,1.0,0.4,1.0,0.03,1.0,20,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
2,2,0.06,0.06,0.0,0.06,0.0,0.15,0.0,293,0.0,0.0,37,0,0,0.0,0.0,255,1.0,1.0,1,1.0,19,1.0,0
41,1,0.07,0.06,1.0,0.02,1.0,0.02,1.0,266,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
52,2,0.07,0.06,0.0,0.06,0.0,0.07,0.0,293,0.0,0.0,18,0,0,0.0,0.0,255,1.0,1.0,1,1.0,18,1.0,0
2,1,0.08,0.13,1.0,0.18,1.0,0.07,1.0,45,1.0,0.0,18,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
23,2,0.08,0.07,0.0,0.14,0.0,0.05,0.0,105,0.0,0.0,12,0,0,0.0,0.0,255,1.0,1.0,1,1.0,15,1.0,0
3,2,0.08,0.07,0.0,0.06,0.0,0.05,0.0,233,0.0,0.0,14,0,0,0.0,0.0,255,1.0,1.0,1,1.0,14,1.0,0
41,1,0.06,0.05,1.0,0.03,1.0,0.03,1.0,295,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
37,1,0.07,0.06,1.0,0.09,1.0,0.09,1.0,251,1.0,0.0,23,0,0,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
3,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.0,15,1,4380,0.07,0.0,15,0.67,0.47,1,0.47,3,0.67,1
2,1,0.07,0.12,1.0,0.4,1.0,0.06,1.0,25,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,10,0.0,0
2,1,0.05,0.06,1.0,0.11,1.0,0.06,1.0,132,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,15,0.0,0
22,1,0.09,0.07,1.0,0.04,1.0,0.03,1.0,227,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
52,1,0.06,0.05,1.0,0.16,1.0,0.09,1.0,144,1.0,0.0,22,0,0,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
2,1,0.04,0.05,1.0,0.06,1.0,0.06,1.0,273,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,16,0.0,0
8,1,0.07,0.06,1.0,0.12,1.0,0.04,1.0,144,1.0,0.0,9,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
24,1,0.07,0.07,1.0,0.15,1.0,0.05,1.0,95,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,14,0.0,0
2,2,0.07,0.07,0.0,0.19,0.0,0.01,0.0,101,0.0,0.0,3,0,0,0.0,0.0,255,1.0,1.0,1,1.0,19,1.0,0
2,1,0.07,0.06,1.0,0.1,1.0,0.04,1.0,121,1.0,0.0,11,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
52,1,0.07,0.06,1.0,0.08,1.0,0.02,1.0,143,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
2,1,0.06,0.06,1.0,0.03,1.0,0.09,1.0,140,1.0,0.0,24,0,0,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
18,1,0.08,0.09,1.0,0.04,1.0,0.03,1.0,160,1.0,0.0,7,0,0,0.0,0.0,255,0.0,0.0,1,0.0,7,0.0,0
2,1,0.08,0.06,1.0,0.01,1.0,0.06,1.0,173,1.0,0.0,15,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
31,2,0.09,0.07,0.0,0.02,0.0,0.02,0.0,248,0.0,0.0,6,0,0,0.0,0.0,255,1.0,1.0,1,1.0,6,1.0,0
16,2,0.07,0.07,0.0,0.06,0.0,0.05,0.0,243,0.0,0.0,14,0,0,0.0,0.0,255,1.0,1.0,1,1.0,14,1.0,0
2,1,0.07,0.09,1.0,0.09,1.0,0.02,1.0,94,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
2,1,0.06,0.06,1.0,0.08,1.0,0.06,1.0,131,1.0,0.0,11,0,0,0.01,0.0,186,0.0,0.0,1,0.0,11,0.0,0
54,1,0.08,0.06,1.0,0.1,1.0,0.01,1.0,144,1.0,0.0,3,0,0,0.0,0.0,255,0.0,0.0,1,0.0,15,0.0,0
34,1,0.06,0.06,1.0,0.08,1.0,0.06,1.0,177,1.0,0.0,15,0,0,0.0,0.0,255,0.0,0.0,1,0.0,15,0.0,0
38,5,0.07,0.06,0.0,0.12,0.0,0.07,0.0,138,0.0,0.0,17,0,0,0.0,0.0,255,1.0,1.0,1,1.0,17,1.0,0
32,1,0.08,0.06,1.0,0.05,1.0,0.04,1.0,284,1.0,0.0,9,0,0,0.0,0.0,255,0.0,0.0,1,0.0,13,0.0,0
25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.12,151,0,0,1.0,0.5,2,0.0,0.0,3,0.0,4,0.0,0
2,1,0.06,0.06,1.0,0.07,1.0,0.04,1.0,122,1.0,0.0,10,0,0,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
25,0,0.26,0.0,0.0,1.0,0.0,0.05,0.0,511,0.0,0.0,12,0,0,0.05,0.0,255,0.0,0.0,3,0.0,511,0.0,0
47,2,0.06,0.06,0.0,0.12,0.0,0.05,0.0,112,0.0,0.0,13,0,0,0.0,0.0,255,1.0,1.0,1,1.0,13,1.0,0
2,0,0.02,0.03,0.0,0.98,0.01,0.35,0.0,91,0.0,0.0,89,0,0,0.35,0.0,255,0.01,0.49,2,0.0,89,0.0,0
23,1,0.05,0.06,1.0,0.09,1.0,0.06,1.0,176,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,16,0.0,0
2,2,0.09,0.07,0.0,0.02,0.0,0.02,0.0,240,0.0,0.0,5,0,0,0.0,0.0,255,1.0,1.0,1,1.0,5,1.0,0
10,1,0.07,0.05,1.0,0.07,1.0,0.07,1.0,257,1.0,0.0,19,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
48,2,0.07,0.06,0.0,0.04,0.0,0.04,0.0,267,0.0,0.0,11,0,0,0.0,0.0,255,1.0,1.0,1,1.0,11,1.0,0
2,1,0.09,0.05,1.0,0.15,1.0,0.01,1.0,128,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
45,5,0.07,0.06,0.0,0.07,0.0,0.07,0.0,271,0.0,0.0,18,0,0,0.0,0.0,255,1.0,1.0,1,1.0,18,1.0,0
45,1,0.08,0.05,1.0,0.07,1.0,0.02,1.0,292,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
47,1,0.04,0.05,1.0,0.11,1.0,0.05,1.0,105,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
23,1,0.09,0.05,1.0,0.03,1.0,0.0,1.0,298,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,10,0.0,0
26,1,0.05,0.05,1.0,0.08,1.0,0.08,1.0,250,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
41,1,0.07,0.06,1.0,0.1,1.0,0.01,1.0,112,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
43,1,0.05,0.06,1.0,0.03,1.0,0.02,1.0,140,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
36,2,0.08,0.07,0.0,0.06,0.0,0.05,0.0,231,0.0,0.0,13,0,0,0.0,0.0,255,1.0,1.0,1,1.0,13,1.0,0
3,1,0.07,0.06,1.0,0.05,1.0,0.05,1.0,251,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
17,1,0.05,0.07,1.0,0.02,1.0,0.03,1.0,102,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,2,0.0,0
2,1,0.07,0.06,1.0,0.09,1.0,0.01,1.0,201,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
14,1,0.05,0.05,1.0,0.05,1.0,0.05,1.0,225,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
2,1,0.19,0.06,1.0,0.11,1.0,0.75,1.0,114,1.0,0.0,12,0,0,0.06,0.0,16,0.0,0.0,1,0.0,12,0.0,0
36,2,0.07,0.07,0.0,0.01,0.0,0.01,0.0,231,0.0,0.0,2,0,0,0.0,0.0,255,1.0,1.0,1,1.0,2,1.0,0
33,1,0.07,0.06,1.0,0.04,1.0,0.04,1.0,256,1.0,0.0,11,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,164,0.0,0.0,255,0,0,1.0,0.0,255,0.0,0.0,3,0.0,164,0.0,0
25,0,0.09,0.0,0.0,1.0,0.0,0.86,0.0,510,0.0,0.0,220,0,0,0.86,0.0,255,0.0,0.0,3,0.0,510,0.0,0
2,1,0.08,0.07,1.0,0.01,1.0,0.01,1.0,212,1.0,0.0,3,0,0,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
38,1,0.07,0.06,1.0,0.15,1.0,0.08,1.0,135,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
2,1,0.07,0.07,1.0,0.17,1.0,0.05,1.0,102,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,17,0.0,0
14,1,0.08,0.07,1.0,0.06,1.0,0.05,1.0,229,1.0,0.0,13,0,0,0.0,0.0,255,0.0,0.0,1,0.0,13,0.0,0
31,1,0.06,0.06,1.0,0.09,1.0,0.05,1.0,127,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
2,1,0.06,0.07,1.0,0.04,1.0,0.02,1.0,233,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,10,0.0,0
2,1,0.07,0.06,1.0,0.06,1.0,0.11,1.0,116,1.0,0.0,28,0,0,0.0,0.0,255,0.0,0.0,1,0.0,7,0.0,0
38,5,0.07,0.05,0.0,0.14,0.0,0.08,0.0,148,0.0,0.0,20,0,0,0.0,0.0,255,1.0,1.0,1,1.0,20,1.0,0
2,1,0.05,0.07,1.0,0.12,1.0,0.14,1.0,136,1.0,0.0,36,0,0,0.0,0.0,255,0.0,0.0,1,0.0,16,0.0,0
8,1,0.07,0.06,1.0,0.05,1.0,0.0,1.0,132,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
10,1,0.02,0.07,1.0,0.31,1.0,0.26,1.0,59,1.0,0.0,66,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
41,1,0.07,0.08,1.0,0.01,1.0,0.0,1.0,178,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
46,1,0.08,0.08,1.0,0.03,1.0,0.01,1.0,105,1.0,0.0,3,0,0,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
50,1,0.06,0.06,1.0,0.02,1.0,0.02,1.0,234,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
2,2,0.05,0.06,0.0,0.12,0.0,0.07,0.0,140,0.0,0.0,17,0,0,0.0,0.0,255,1.0,1.0,1,1.0,17,1.0,0
47,1,0.05,0.06,1.0,0.05,1.0,0.02,1.0,105,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
54,1,0.06,0.07,1.0,0.06,1.0,0.03,1.0,138,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
48,2,0.07,0.07,0.0,0.02,0.0,0.02,0.0,256,0.0,0.0,5,0,0,0.0,0.0,255,1.0,1.0,1,1.0,5,1.0,0
50,5,0.06,0.06,0.0,0.07,0.0,0.01,0.0,138,0.0,0.0,3,0,0,0.0,0.0,255,1.0,1.0,1,1.0,9,1.0,0
16,2,0.07,0.06,0.0,0.05,0.0,0.05,0.0,266,0.0,0.0,13,0,0,0.0,0.0,255,1.0,1.0,1,1.0,13,1.0,0
20,2,0.07,0.07,0.0,0.1,0.0,0.05,0.0,134,0.0,0.0,14,0,0,0.0,0.0,255,1.0,1.0,1,1.0,14,1.0,0
42,1,0.07,0.05,1.0,0.04,1.0,0.05,1.0,276,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
0,1,0.07,0.05,1.0,0.06,1.0,0.03,1.0,256,1.0,0.0,7,0,0,0.0,0.0,255,0.0,0.0,1,0.0,15,0.0,0
0,1,0.02,0.27,1.0,0.27,1.0,0.25,1.0,11,1.0,0.0,63,0,0,0.0,0.0,251,0.0,0.0,1,0.0,3,0.0,0
16,1,0.07,0.07,1.0,0.09,1.0,0.08,1.0,229,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
23,1,0.05,0.06,1.0,0.03,1.0,0.03,1.0,254,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
2,1,0.07,0.06,1.0,0.06,1.0,0.06,1.0,283,1.0,0.0,15,0,0,0.0,0.0,255,0.0,0.0,1,0.0,17,0.0,0
20,1,0.07,0.07,1.0,0.01,1.0,0.01,1.0,206,1.0,0.0,3,0,0,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
48,1,0.05,0.06,1.0,0.09,1.0,0.07,1.0,194,1.0,0.0,17,0,0,0.0,0.0,255,0.0,0.0,1,0.0,17,0.0,0
2,0,0.01,0.02,0.0,0.99,0.01,0.32,0.0,83,0.0,0.0,82,0,0,0.32,0.0,255,0.0,0.0,2,0.0,82,0.0,0
2,1,0.06,0.05,1.0,0.03,1.0,0.03,1.0,290,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
16,1,0.07,0.07,1.0,0.0,1.0,0.08,1.0,257,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
9,1,0.05,0.5,1.0,0.17,1.0,0.19,1.0,6,1.0,0.0,49,0,0,0.01,0.0,255,0.0,0.0,1,0.0,1,0.0,0
22,1,0.06,0.06,1.0,0.01,1.0,0.01,1.0,186,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,2,0.0,0
2,1,0.08,0.09,1.0,0.33,1.0,0.06,1.0,43,1.0,0.0,15,0,0,0.0,0.0,255,0.0,0.0,1,0.0,14,0.0,0
26,1,0.08,0.07,1.0,0.0,1.0,0.0,1.0,247,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
2,1,0.07,0.06,1.0,0.06,1.0,0.07,1.0,298,1.0,0.0,18,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
2,1,0.05,0.06,1.0,0.02,1.0,0.02,1.0,171,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
20,1,0.08,0.06,1.0,0.02,1.0,0.02,1.0,268,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
2,2,0.09,0.08,0.0,0.01,0.0,0.0,0.0,86,0.0,0.0,1,0,0,0.0,0.0,255,1.0,1.0,1,1.0,1,1.0,0
2,1,0.06,0.06,1.0,0.05,1.0,0.04,1.0,179,1.0,0.0,9,0,0,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
2,1,0.08,0.07,1.0,0.05,1.0,0.04,1.0,109,1.0,0.0,11,0,0,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
2,1,0.06,0.05,1.0,0.08,1.0,0.09,1.0,283,1.0,0.0,23,0,0,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
23,1,0.08,0.06,1.0,0.06,1.0,0.06,1.0,228,1.0,0.0,15,0,0,0.0,0.0,255,0.0,0.0,1,0.0,13,0.0,0
23,2,0.08,0.08,0.0,0.0,0.0,0.0,0.0,236,0.0,0.0,1,0,0,0.0,0.0,255,1.0,1.0,1,1.0,1,1.0,0
30,1,0.07,0.06,1.0,0.01,1.0,0.08,1.0,126,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
0,1,0.03,0.06,1.0,0.25,1.0,0.23,1.0,67,1.0,0.0,58,0,0,0.02,0.0,255,0.0,0.0,1,0.0,17,0.0,0
16,1,0.05,0.05,1.0,0.02,1.0,0.02,1.0,268,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
29,1,0.05,0.05,1.0,0.1,1.0,0.1,1.0,245,1.0,0.0,25,0,0,0.0,0.0,255,0.0,0.0,1,0.0,25,0.0,0
47,1,0.05,0.06,1.0,0.04,1.0,0.02,1.0,112,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,4,0.0,0
2,1,0.08,0.05,1.0,0.24,1.0,0.0,1.0,79,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
3,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,255,1,7300,0.0,0.0,255,0.5,0.05,1,0.05,2,0.5,0
2,1,0.07,0.06,1.0,0.09,1.0,0.05,1.0,151,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,14,0.0,0
10,1,0.02,0.08,1.0,0.27,1.0,0.24,1.0,52,1.0,0.0,62,0,0,0.01,0.0,255,0.0,0.0,1,0.0,14,0.0,0
2,1,0.04,0.05,1.0,0.11,1.0,0.05,1.0,114,1.0,0.0,12,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
2,1,0.07,0.06,1.0,0.01,1.0,0.08,1.0,166,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,2,0.0,0
46,1,0.08,0.42,1.0,0.42,1.0,0.02,1.0,12,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
2,1,0.07,0.06,1.0,0.08,1.0,0.02,1.0,234,1.0,0.0,4,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
2,1,0.08,0.07,1.0,0.09,1.0,0.07,1.0,206,1.0,0.0,18,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
2,1,0.07,0.07,1.0,0.09,1.0,0.05,1.0,145,1.0,0.0,13,0,0,0.0,0.0,255,0.0,0.0,1,0.0,13,0.0,0
5,1,0.08,0.07,1.0,0.02,1.0,0.02,1.0,215,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,5,0.0,0
2,1,0.06,0.06,1.0,0.03,1.0,0.03,1.0,277,1.0,0.0,8,0,0,0.0,0.0,255,0.0,0.0,1,0.0,8,0.0,0
2,1,0.06,0.06,1.0,0.06,1.0,0.04,1.0,202,1.0,0.0,10,0,0,0.0,0.0,255,0.0,0.0,1,0.0,12,0.0,0
2,1,0.08,0.05,1.0,0.06,1.0,0.06,1.0,265,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,17,0.0,0
9,1,0.06,0.05,1.0,0.09,1.0,0.09,1.0,243,1.0,0.0,22,0,0,0.0,0.0,255,0.0,0.0,1,0.0,22,0.0,0
22,1,0.05,0.05,1.0,0.08,1.0,0.09,1.0,273,1.0,0.0,23,0,0,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
2,1,0.06,0.06,1.0,0.02,1.0,0.01,1.0,128,1.0,0.0,2,0,0,0.0,0.0,255,0.0,0.0,1,0.0,2,0.0,0
2,1,0.09,0.06,1.0,0.06,1.0,0.11,1.0,128,1.0,0.0,8,0,0,0.01,0.0,76,0.0,0.0,1,0.0,8,0.0,0
0,1,0.06,0.06,1.0,0.1,1.0,0.09,1.0,222,1.0,0.0,23,0,0,0.0,0.0,255,0.0,0.0,1,0.0,23,0.0,0
14,1,0.07,0.06,1.0,0.03,1.0,0.05,1.0,257,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,7,0.0,0
2,0,0.03,0.0,0.0,1.0,0.0,0.46,0.0,62,0.0,0.0,62,0,0,0.46,0.0,134,0.0,0.0,2,0.0,62,0.0,0
2,1,0.05,0.06,1.0,0.02,1.0,0.08,1.0,172,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
31,1,0.05,0.05,1.0,0.03,1.0,0.03,1.0,277,1.0,0.0,7,0,0,0.0,0.0,255,0.0,0.0,1,0.0,7,0.0,0
2,1,0.06,0.06,1.0,0.16,1.0,0.08,1.0,126,1.0,0.0,20,0,0,0.0,0.0,255,0.0,0.0,1,0.0,20,0.0,0
16,1,0.07,0.06,1.0,0.09,1.0,0.02,1.0,120,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,11,0.0,0
4,1,0.07,0.07,1.0,0.03,1.0,0.02,1.0,212,1.0,0.0,6,0,0,0.0,0.0,255,0.0,0.0,1,0.0,6,0.0,0
2,1,0.06,0.05,1.0,0.15,1.0,0.01,1.0,128,1.0,0.0,3,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,0.0,0.0,163,1,8314,0.01,0.0,163,0.0,0.06,1,0.06,5,0.0,0
35,1,0.06,0.06,1.0,0.12,1.0,0.06,1.0,137,1.0,0.0,16,0,0,0.0,0.0,255,0.0,0.0,1,0.0,16,0.0,0
27,1,0.06,0.06,1.0,0.09,1.0,0.07,1.0,203,1.0,0.0,17,0,0,0.0,0.0,255,0.0,0.0,1,0.0,19,0.0,0
2,1,0.06,0.06,1.0,0.01,1.0,0.02,1.0,134,1.0,0.0,5,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
28,1,0.08,0.05,1.0,0.06,1.0,0.0,1.0,295,1.0,0.0,1,0,0,0.0,0.0,255,0.0,0.0,1,0.0,18,0.0,0
25,0,0.01,0.0,0.0,1.0,0.0,0.94,0.0,511,0.0,0.0,239,0,0,0.94,0.0,255,0.0,0.01,3,0.0,511,0.0,0
17,1,0.06,0.06,1.0,0.07,1.0,0.04,1.0,127,1.0,0.0,9,0,0,0.0,0.0,255,0.0,0.0,1,0.0,9,0.0,0
8,1,0.09,0.06,1.0,0.01,1.0,0.05,1.0,230,1.0,0.0,13,0,0,0.0,0.0,255,0.0,0.0,1,0.0,3,0.0,0
9,1,0.07,0.07,1.0,0.06,1.0,0.05,1.0,228,1.0,0.0,14,0,0,0.0,0.0,255,0.0,0.0,1,0.0,14,0.0,0
0,1,0.02,0.5,1.0,0.17,1.0,0.24,1.0,6,1.0,0.0,61,0,0,0.0,0.0,255,0.0,0.0,1,0.0,1,0.0,0
41,5,0.08,0.06,0.0,0.09,0.0,0.05,0.0,127,0.0,0.0,12,0,0,0.0,0.0,255,1.0,1.0,1,1.0,12,1.0,0
